0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.906 | MinDCF = 0.472
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.887 | MinDCF = 0.511
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.003 | MinDCF = 0.546
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 5.227 | MinDCF = 0.65
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 9.003 | MinDCF = 0.667
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.054 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.005 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.784 | MinDCF = 0.61
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.001 | MinDCF = 0.619
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 4.784 | MinDCF = 0.969
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 9.001 | MinDCF = 0.977
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.537 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.018 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.589 | MinDCF = 0.509
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.002 | MinDCF = 0.593
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 2.349 | MinDCF = 0.635
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 9.002 | MinDCF = 0.67
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.73 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.168 | MinDCF = 0.746
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.775
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 7.948 | MinDCF = 0.907
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.954
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.969 | MinDCF = 0.612
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.67 | MinDCF = 0.614
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.839 | MinDCF = 0.134
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.243 | MinDCF = 0.135
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 7.419 | MinDCF = 0.241
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.763 | MinDCF = 0.246
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.992 | MinDCF = 0.907
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.947 | MinDCF = 0.909
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.988 | MinDCF = 0.475
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.683 | MinDCF = 0.474
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 8.888 | MinDCF = 0.865
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 5.883 | MinDCF = 0.886
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.624 | MinDCF = 0.596
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.631 | MinDCF = 0.598
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.243 | MinDCF = 0.127
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.241 | MinDCF = 0.128
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.803 | MinDCF = 0.202
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.781 | MinDCF = 0.21
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.998 | MinDCF = 0.671
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.78 | MinDCF = 0.671
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.998 | MinDCF = 0.293
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.451 | MinDCF = 0.296
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 8.978 | MinDCF = 0.566
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.731 | MinDCF = 0.587
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.908 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.85 | MinDCF = 0.56
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.739
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.59 | MinDCF = 0.701
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.828
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.19 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.005 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.79 | MinDCF = 0.618
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.001 | MinDCF = 0.627
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 4.71 | MinDCF = 0.997
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 9.001 | MinDCF = 0.997
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.698 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.059 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.624 | MinDCF = 0.504
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.007 | MinDCF = 0.555
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 2.544 | MinDCF = 0.636
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 9.007 | MinDCF = 0.648
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.37 | MinDCF = 1.0
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.112 | MinDCF = 0.724
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.749
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 7.752 | MinDCF = 0.887
0.5 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.931
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.017 | MinDCF = 0.745
0.5 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.78 | MinDCF = 0.739
0.5 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.851 | MinDCF = 0.186
