0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.417 | MinDCF = 0.374
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 0.404 | MinDCF = 0.367
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.155 | MinDCF = 0.109
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 0.179 | MinDCF = 0.108
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.961
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.559
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.417 | MinDCF = 0.379
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.406 | MinDCF = 0.379
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.151 | MinDCF = 0.111
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.182 | MinDCF = 0.111
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.977
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.597
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.485 | MinDCF = 0.421
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 0.48 | MinDCF = 0.422
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.125 | MinDCF = 0.124
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 0.338 | MinDCF = 0.134
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.509
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.533 | MinDCF = 0.507
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.167
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.245 | MinDCF = 0.169
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.506 | MinDCF = 0.431
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.489 | MinDCF = 0.43
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.122 | MinDCF = 0.122
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.362 | MinDCF = 0.138
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.525
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.552 | MinDCF = 0.525
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.171
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.259 | MinDCF = 0.171
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.482
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 0.52 | MinDCF = 0.48
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.143
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 0.222 | MinDCF = 0.142
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.994
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.485
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.491
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.528 | MinDCF = 0.481
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.147
0.5 | 0.5 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.226 | MinDCF = 0.145
0.5 | 0.1 | SVM RBF | K = 0.0 | C = 0.31622776601683794 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
