0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 5 | ActDCF = 0.897 | MinDCF = 0.851
0.1 | 0.1 | Quadratic Regression | Lambda = 2.15e-03 | Raw | PCA = 5 | ActDCF = 0.897 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 2.15e-03 | Raw | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 2.15e-03 | Normalized | PCA = 5 | ActDCF = 0.99 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 2.15e-03 | Normalized | PCA = 5 | ActDCF = 0.99 | MinDCF = 0.372
0.1 | 0.1 | Quadratic Regression | Lambda = 2.15e-03 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 2.15e-03 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 2.15e-03 | Normalized | PCA = 6 | ActDCF = 0.989 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 2.15e-03 | Normalized | PCA = 6 | ActDCF = 0.989 | MinDCF = 0.373
0.1 | 0.1 | Quadratic Regression | Lambda = 1.29e-02 | Raw | PCA = 5 | ActDCF = 0.899 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 1.29e-02 | Raw | PCA = 5 | ActDCF = 0.774 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 1.29e-02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.99
0.1 | 0.5 | Quadratic Regression | Lambda = 1.29e-02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.369
0.1 | 0.1 | Quadratic Regression | Lambda = 1.29e-02 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 1.29e-02 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 1.29e-02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.99
0.1 | 0.5 | Quadratic Regression | Lambda = 1.29e-02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.371
0.1 | 0.1 | Quadratic Regression | Lambda = 7.74e-02 | Raw | PCA = 5 | ActDCF = 0.904 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 7.74e-02 | Raw | PCA = 5 | ActDCF = 0.782 | MinDCF = 0.253
0.1 | 0.1 | Quadratic Regression | Lambda = 7.74e-02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.991
0.1 | 0.5 | Quadratic Regression | Lambda = 7.74e-02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.38
0.1 | 0.1 | Quadratic Regression | Lambda = 7.74e-02 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 7.74e-02 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 7.74e-02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.991
0.1 | 0.5 | Quadratic Regression | Lambda = 7.74e-02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.38
0.1 | 0.1 | Quadratic Regression | Lambda = 4.64e-01 | Raw | PCA = 5 | ActDCF = 0.904 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 4.64e-01 | Raw | PCA = 5 | ActDCF = 0.81 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 4.64e-01 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.994
0.1 | 0.5 | Quadratic Regression | Lambda = 4.64e-01 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.388
0.1 | 0.1 | Quadratic Regression | Lambda = 4.64e-01 | Raw | PCA = 6 | ActDCF = 0.556 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 4.64e-01 | Raw | PCA = 6 | ActDCF = 0.252 | MinDCF = 0.128
0.1 | 0.1 | Quadratic Regression | Lambda = 4.64e-01 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.996
0.1 | 0.5 | Quadratic Regression | Lambda = 4.64e-01 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.387
0.1 | 0.1 | Quadratic Regression | Lambda = 2.78e+00 | Raw | PCA = 5 | ActDCF = 1.004 | MinDCF = 0.858
0.1 | 0.5 | Quadratic Regression | Lambda = 2.78e+00 | Raw | PCA = 5 | ActDCF = 0.979 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 2.78e+00 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 2.78e+00 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.394
0.1 | 0.1 | Quadratic Regression | Lambda = 2.78e+00 | Raw | PCA = 6 | ActDCF = 0.56 | MinDCF = 0.547
0.1 | 0.5 | Quadratic Regression | Lambda = 2.78e+00 | Raw | PCA = 6 | ActDCF = 0.258 | MinDCF = 0.126
0.1 | 0.1 | Quadratic Regression | Lambda = 2.78e+00 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 2.78e+00 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.393
0.1 | 0.1 | Quadratic Regression | Lambda = 1.67e+01 | Raw | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.862
0.1 | 0.5 | Quadratic Regression | Lambda = 1.67e+01 | Raw | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.253
0.1 | 0.1 | Quadratic Regression | Lambda = 1.67e+01 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 1.67e+01 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.398
0.1 | 0.1 | Quadratic Regression | Lambda = 1.67e+01 | Raw | PCA = 6 | ActDCF = 0.565 | MinDCF = 0.558
0.1 | 0.5 | Quadratic Regression | Lambda = 1.67e+01 | Raw | PCA = 6 | ActDCF = 0.303 | MinDCF = 0.13
0.1 | 0.1 | Quadratic Regression | Lambda = 1.67e+01 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 1.67e+01 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.397
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.886
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.255
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.399
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 6 | ActDCF = 0.936 | MinDCF = 0.572
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Raw | PCA = 6 | ActDCF = 0.925 | MinDCF = 0.13
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e+02 | Normalized | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.398
