0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.98 | MinDCF = 0.5
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.788 | MinDCF = 0.477
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.039 | MinDCF = 0.481
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.772 | MinDCF = 0.118
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.138 | MinDCF = 0.12
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 6.932 | MinDCF = 0.169
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.338 | MinDCF = 0.172
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.683
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 2.514 | MinDCF = 0.69
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.322
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.362 | MinDCF = 0.33
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.708
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.102 | MinDCF = 0.72
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.424 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 8.516 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.8 | MinDCF = 0.463
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.946 | MinDCF = 0.565
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.58 | MinDCF = 0.559
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.946 | MinDCF = 0.617
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.184 | MinDCF = 0.998
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 7.519 | MinDCF = 0.998
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.8 | MinDCF = 0.622
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.855 | MinDCF = 0.631
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 4.82 | MinDCF = 0.989
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.035 | MinDCF = 0.987
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 2.076 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 6.789 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.744 | MinDCF = 0.36
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.754 | MinDCF = 0.384
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 5.364 | MinDCF = 0.513
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.754 | MinDCF = 0.532
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.009 | MinDCF = 0.822
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 2.906 | MinDCF = 0.839
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.001 | MinDCF = 0.386
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.401 | MinDCF = 0.388
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.001 | MinDCF = 0.733
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.101 | MinDCF = 0.753
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.982 | MinDCF = 0.553
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.154 | MinDCF = 0.546
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.974 | MinDCF = 0.139
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.155 | MinDCF = 0.136
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 8.754 | MinDCF = 0.266
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.395 | MinDCF = 0.277
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.738
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 2.724 | MinDCF = 0.732
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.343
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.389 | MinDCF = 0.347
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.738
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.169 | MinDCF = 0.753
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.709 | MinDCF = 0.51
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.087 | MinDCF = 0.517
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.697 | MinDCF = 0.128
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.145 | MinDCF = 0.133
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 6.257 | MinDCF = 0.21
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.365 | MinDCF = 0.21
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.693
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 2.914 | MinDCF = 0.692
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.355
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.437 | MinDCF = 0.364
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.77
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.457 | MinDCF = 0.801
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.077 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 8.986 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.853 | MinDCF = 0.568
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.998 | MinDCF = 0.742
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.453 | MinDCF = 0.767
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.998 | MinDCF = 0.815
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.248 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 7.607 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.803 | MinDCF = 0.635
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.874 | MinDCF = 0.65
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 4.783 | MinDCF = 0.995
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.134 | MinDCF = 0.996
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.384 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 8.47 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.829 | MinDCF = 0.505
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.941 | MinDCF = 0.573
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 4.909 | MinDCF = 0.603
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.941 | MinDCF = 0.649
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.424 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 4.837 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.014 | MinDCF = 0.493
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.593 | MinDCF = 0.487
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 8.714 | MinDCF = 0.818
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.03162277660168379 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.093 | MinDCF = 0.833
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.96 | MinDCF = 0.594
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.421 | MinDCF = 0.589
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.956 | MinDCF = 0.174
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.187 | MinDCF = 0.175
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 8.596 | MinDCF = 0.319
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.447 | MinDCF = 0.317
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.768
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.197 | MinDCF = 0.774
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.423
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.46 | MinDCF = 0.427
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.814
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.4 | MinDCF = 0.82
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.665 | MinDCF = 0.452
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 1.015 | MinDCF = 0.454
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.645 | MinDCF = 0.124
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.142 | MinDCF = 0.129
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 5.785 | MinDCF = 0.212
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.402 | MinDCF = 0.209
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.75
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.381 | MinDCF = 0.767
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.421
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.469 | MinDCF = 0.425
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 0.834
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.309 | MinDCF = 0.876
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 5.299 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 8.836 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.055 | MinDCF = 0.672
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.982 | MinDCF = 0.725
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 5.255 | MinDCF = 0.719
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.982 | MinDCF = 0.772
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 3.291 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 7.701 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.806 | MinDCF = 0.646
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.887 | MinDCF = 0.664
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 4.766 | MinDCF = 0.997
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 1.167 | MinDCF = 0.998
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 2.72 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 6.958 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.6 | MinDCF = 0.432
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.448
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 3.28 | MinDCF = 0.524
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.529
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 2.17 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 6.585 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 0.992 | MinDCF = 0.576
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.754 | MinDCF = 0.587
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 7.752 | MinDCF = 0.909
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.954 | MinDCF = 0.917
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.69 | MinDCF = 1.0
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 5 | ActDCF = 4.201 | MinDCF = 1.0
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.31622776601683794 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.934 | MinDCF = 0.37
